State,Year,Abortion Restricted,Inadequate Prenatal Care,No Cancer Screen,Infant Mortality,Maternal Mortality,Maternity Care Desert,Maternity Practices Score,No Postpartum Visit,Unintended Pregnancy,No Preventative,Patients Per Doctor,Region
OK,2023,1,21.40000000000001,47.7,7.0,27.3,13.5,-85.0,13.099999999999994,34.0,29.09999999999999,2923.9766081871344,South
OR,2018,0,19.799999999999997,20.799999999999997,4.5,16.6,0.1,-85.0,6.799999999999997,23.2,28.59999999999999,1490.312965722802,West
OR,2019,0,19.200000000000003,27.325000000000003,4.5,16.6,0.1,-86.0,6.799999999999997,23.2,28.59999999999999,1490.312965722802,West
OR,2020,0,23.299999999999997,33.849999999999994,4.5,16.6,0.1,-87.0,8.099999999999994,25.0,27.5,1424.5014245014245,West
OR,2021,0,22.40000000000001,40.375,4.1,16.6,0.1,-87.0,9.200000000000005,18.2,30.90000000000001,1398.6013986013986,West
OR,2022,0,22.200000000000003,46.9,4.6,16.6,0.1,-87.0,9.150000000000006,17.25,29.200000000000003,1451.3788098693758,West
OR,2023,0,21.200000000000003,46.9,4.6,18.5,0.1,-87.0,9.099999999999994,16.3,29.200000000000003,1412.4293785310736,West
PA,2018,0,24.0,22.09999999999999,5.9,17.5,0.4,-78.0,12.400000000000006,30.5,23.59999999999999,1912.0458891013384,Northeast
PA,2019,0,23.09999999999999,27.89999999999999,5.8,17.7,0.4,-79.0,10.599999999999994,31.6,23.59999999999999,1912.0458891013384,Northeast
PA,2020,0,25.700000000000003,33.69999999999999,5.8,17.7,0.4,-80.0,12.799999999999995,25.9,25.200000000000003,1855.287569573284,Northeast
PA,2021,0,25.0,39.5,5.5,17.7,0.4,-81.0,9.299999999999995,26.0,24.90000000000001,1818.1818181818185,Northeast
PA,2022,0,25.200000000000003,45.3,5.6,17.7,0.4,-82.0,10.599999999999994,22.4,21.200000000000003,2004.008016032064,Northeast
PA,2023,0,25.5,45.3,5.6,17.7,0.4,-82.0,8.799999999999997,20.1,21.200000000000003,1996.007984031936,Northeast
RI,2018,0,22.09999999999999,17.0,5.4,19.7,0.0,-96.0,4.5,25.4,18.90000000000001,1564.945226917058,Northeast
RI,2019,0,9.0,25.075000000000003,4.9,19.7,0.0,-96.0,5.799999999999997,28.7,18.90000000000001,1564.945226917058,Northeast
RI,2020,0,11.400000000000006,33.150000000000006,4.9,19.7,0.0,-96.0,5.066666666666663,27.7,20.5,1430.6151645207435,Northeast
RI,2021,0,12.700000000000005,41.224999999999994,4.1,19.7,0.0,-96.0,4.333333333333314,26.7,20.5,1385.0415512465374,Northeast
RI,2022,0,13.5,49.3,4.3,19.7,0.0,-96.0,3.5999999999999943,25.7,21.09999999999999,1655.6291390728477,Northeast
RI,2023,0,16.099999999999994,49.3,4.3,19.7,0.0,-96.0,2.9000000000000057,19.6,21.40000000000001,1605.1364365971108,Northeast
SC,2018,1,22.799999999999997,17.5,7.0,32.3,2.5,-77.0,11.400000000000006,37.0,25.799999999999997,2433.0900243309,South
SC,2019,1,21.200000000000003,25.5,7.0,32.3,2.5,-79.5,11.400000000000006,37.0,26.40000000000001,2433.0900243309,South
SC,2020,1,21.59999999999999,33.5,7.0,32.3,2.5,-82.0,11.400000000000006,37.0,27.5,2352.9411764705883,South
SC,2021,1,23.299999999999997,41.5,7.0,32.3,2.5,-81.0,11.400000000000006,37.0,27.5,2304.147465437788,South
SC,2022,1,22.5,49.5,7.0,32.3,2.5,-80.0,11.400000000000006,37.0,28.700000000000003,2463.054187192118,South
SC,2023,1,20.5,49.5,6.9,31.5,2.5,-80.0,11.400000000000006,37.0,28.799999999999997,2457.002457002457,South
SD,2018,1,24.09999999999999,27.90000000000001,6.4,28.1,16.3,-73.0,10.599999999999994,27.6,25.90000000000001,2403.846153846154,Midwest
SD,2019,1,24.0,32.47500000000001,6.4,28.1,16.3,-75.0,10.400000000000006,29.1,26.299999999999997,2403.846153846154,Midwest
SD,2020,1,26.200000000000003,37.05,6.7,28.1,16.3,-77.0,12.599999999999994,30.5,26.299999999999997,2392.3444976076557,Midwest
SD,2021,1,24.5,41.625,6.7,28.1,16.3,-75.0,9.099999999999994,24.4,26.09999999999999,2380.9523809523807,Midwest
SD,2022,1,23.299999999999997,46.2,6.9,28.1,16.3,-73.0,9.900000000000006,25.0,26.09999999999999,2487.5621890547263,Midwest
SD,2023,1,23.5,46.2,7.1,23.1,16.3,-73.0,10.700000000000005,25.0,26.700000000000003,2421.3075060532688,Midwest
TN,2018,1,25.0,17.400000000000006,6.9,41.1,6.4,-72.0,11.700000000000005,38.3,24.700000000000003,2469.135802469136,South
TN,2019,1,25.5,25.875,6.7,41.1,6.4,-71.0,11.700000000000005,38.3,24.700000000000003,2469.135802469136,South
TN,2020,1,27.0,34.349999999999994,6.7,41.1,6.4,-70.0,11.299999999999995,41.0,27.799999999999997,2392.3444976076557,South
TN,2021,1,26.0,42.825,6.4,41.1,6.4,-71.0,11.299999999999995,34.6,27.0,2369.6682464454975,South
TN,2022,1,25.700000000000003,51.3,6.6,41.1,6.4,-72.0,9.349999999999994,34.6,26.799999999999997,2577.319587628866,South
TN,2023,1,26.299999999999997,51.3,6.6,42.1,6.4,-72.0,7.400000000000006,34.6,26.799999999999997,2475.2475247524753,South
TX,2018,1,29.59999999999999,22.700000000000003,5.5,28.2,3.7,-77.0,13.5,53.0,32.7,2518.8916876574303,South
TX,2019,1,29.299999999999997,30.299999999999997,5.5,28.2,3.7,-78.0,13.5,53.0,32.900000000000006,2518.8916876574303,South
TX,2020,1,29.799999999999997,37.9,5.4,28.2,3.7,-79.0,13.5,53.0,32.900000000000006,2463.054187192118,South
TX,2021,1,28.90000000000001,45.5,5.5,28.2,3.7,-79.5,13.5,53.0,34.599999999999994,2433.0900243309,South
TX,2022,1,30.299999999999997,53.1,5.8,28.2,3.7,-80.0,13.5,53.0,33.8,2624.6719160104985,South
TX,2023,1,31.200000000000003,53.1,5.8,29.3,3.7,-80.0,13.5,53.0,33.8,2583.9793281653747,South
UT,2018,1,15.299999999999995,27.59999999999999,5.4,15.5,0.7,-73.0,8.599999999999994,24.5,33.2,1956.9471624266143,West
UT,2019,1,15.5,33.44999999999999,5.4,15.5,0.7,-75.0,8.0,22.1,33.2,1956.9471624266143,West
UT,2020,1,17.400000000000006,39.3,5.4,15.5,0.7,-77.0,11.099999999999994,21.5,32.8,1851.851851851852,West
UT,2021,1,15.700000000000005,45.15,5.0,15.5,0.7,-77.0,9.299999999999995,22.3,33.900000000000006,1834.8623853211009,West
UT,2022,1,18.0,51.0,5.1,15.5,0.7,-77.0,9.0,21.0,32.8,1968.503937007874,West
UT,2023,1,19.200000000000003,51.0,5.1,16.1,0.7,-77.0,7.799999999999997,19.5,32.8,1919.3857965451057,West
VA,2018,0,20.799999999999997,16.200000000000003,5.7,32.7,6.9,-81.0,9.799999999999995,29.9,24.0,2237.1364653243845,South
VA,2019,0,20.299999999999997,24.40000000000001,5.8,32.7,6.9,-81.5,8.900000000000006,31.2,24.0,2237.1364653243845,South
VA,2020,0,21.90000000000001,32.599999999999994,5.8,32.7,6.9,-82.0,12.900000000000006,29.1,25.5,2169.1973969631235,South
VA,2021,0,20.700000000000003,40.8,5.9,32.7,6.9,-81.5,8.0,22.6,27.200000000000003,2123.1422505307855,South
VA,2022,0,20.200000000000003,49.0,6.0,32.7,6.9,-81.0,8.299999999999997,23.9,25.200000000000003,2257.336343115124,South
VA,2023,0,20.5,49.0,6.0,33.4,6.9,-81.0,8.700000000000003,39.2,25.200000000000003,2207.505518763797,South
WA,2018,0,25.299999999999997,23.799999999999997,4.5,18.0,1.1,-85.0,7.599999999999994,26.5,30.5,1901.1406844106464,West
WA,2019,0,27.0,29.77500000000001,4.5,17.3,1.1,-85.0,9.799999999999995,24.7,30.5,1901.1406844106464,West
WA,2020,0,29.700000000000003,35.75,4.4,17.3,1.1,-85.0,9.299999999999995,20.5,32.099999999999994,1814.8820326678765,West
WA,2021,0,28.700000000000003,41.725,4.4,17.3,1.1,-85.5,7.299999999999997,23.7,33.8,1763.668430335097,West
WA,2022,0,29.200000000000003,47.7,4.7,17.3,1.1,-86.0,9.0,22.0,31.59999999999999,1848.4288354898335,West
WA,2023,0,28.90000000000001,47.7,4.7,17.3,1.1,-86.0,9.0,20.2,31.59999999999999,1808.3182640144664,West
WI,2018,1,15.5,13.200000000000005,6.0,13.2,2.7,-80.0,9.099999999999994,28.7,24.0,2202.6431718061676,Midwest
WI,2019,1,16.299999999999997,19.59999999999999,5.9,13.2,2.7,-80.0,9.299999999999995,26.7,24.0,2202.6431718061676,Midwest
WI,2020,1,18.90000000000001,26.0,5.9,13.2,2.7,-80.0,11.400000000000006,24.4,27.40000000000001,2087.6826722338205,Midwest
WI,2021,1,18.200000000000003,32.400000000000006,5.7,13.2,2.7,-81.0,7.400000000000006,18.8,27.40000000000001,2074.688796680498,Midwest
WI,2022,1,18.0,38.8,5.8,13.2,2.7,-82.0,6.400000000000006,24.7,26.299999999999997,2212.389380530973,Midwest
WI,2023,1,17.799999999999997,38.8,5.8,16.4,2.7,-82.0,8.599999999999994,20.9,26.299999999999997,2145.9227467811156,Midwest
WV,2018,1,21.799999999999997,15.299999999999995,6.5,23.9,18.6,-76.0,12.799999999999995,28.8,23.59999999999999,2493.7655860349128,South
WV,2019,1,20.40000000000001,23.22499999999999,6.5,23.9,18.6,-78.0,11.949999999999989,25.4,23.59999999999999,2493.7655860349128,South
WV,2020,1,24.0,31.15000000000001,6.7,23.9,18.6,-80.0,11.099999999999994,22.0,23.09999999999999,2421.3075060532688,South
WV,2021,1,22.799999999999997,39.075,7.1,23.9,18.6,-80.5,6.200000000000003,17.7,24.0,2369.6682464454975,South
WV,2022,1,19.799999999999997,47.0,6.5,23.9,18.6,-81.0,8.099999999999994,17.7,23.90000000000001,2518.8916876574303,South
WV,2023,1,17.900000000000006,47.0,6.5,24.4,18.6,-81.0,10.0,17.7,23.90000000000001,2439.0243902439024,South
WY,2018,1,28.200000000000003,20.799999999999997,6.3,35.5,5.5,-76.0,7.0,31.4,35.3,2242.152466367713,West
WY,2019,1,27.0,27.5,6.2,35.5,5.5,-75.5,8.5,25.1,35.099999999999994,2242.152466367713,West
WY,2020,1,24.299999999999997,34.2,5.3,35.5,5.5,-75.0,9.900000000000006,29.8,35.099999999999994,2169.1973969631235,West
WY,2021,1,23.5,40.9,5.5,35.5,5.5,-75.0,6.700000000000003,26.4,34.2,2227.1714922049,West
WY,2022,1,25.200000000000003,47.6,5.5,35.5,5.5,-75.0,5.0,24.2,34.3,2127.659574468085,West
WY,2023,1,24.5,47.6,4.7,35.5,5.5,-75.0,7.400000000000006,24.2,34.3,2164.5021645021643,West
