,State,Start,End,LegalProtection,ConstProtection,LifeException,HealthException,FetalAnomalyException,LegalRestriction,TotalBan,BanException,GestLimit6,GestLimit7_14,GestLimit15_20,HeartbeatBan,MedBan,TeleBan,CriminalPenalty,CivilPenalty,LicensePenalty,ProviderPenalty,PatientPenalty,FundRestriction,FundLifeException,FundFetalAnomalyException,FundHealthException
399,Missouri,2022-06-24,2022-07-07,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0
400,Missouri,2022-07-07,2022-07-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
401,Missouri,2022-07-08,2022-11-01,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,1,1,0,0
402,Missouri,2022-11-01,2023-01-18,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0
403,Missouri,2023-01-18,2023-01-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
404,Missouri,2023-01-19,2023-06-01,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,1,1,0,0,0,0,0
405,Montana,2018-12-01,2019-04-25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
406,Montana,2019-04-25,2019-04-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
407,Montana,2019-04-26,2021-06-29,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
408,Montana,2021-06-29,2021-06-30,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
409,Montana,2021-06-30,2022-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
410,Montana,2022-06-01,2022-08-08,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0
411,Montana,2022-08-08,2022-08-09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
412,Montana,2022-08-09,2022-11-01,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,1,0,0,0
413,Montana,2022-11-01,2022-11-07,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
414,Montana,2022-11-07,2022-11-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
415,Montana,2022-11-08,2023-04-17,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
416,Montana,2023-04-17,2023-04-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
417,Montana,2023-04-18,2023-05-02,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
418,Montana,2023-05-02,2023-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
419,Montana,2023-05-03,2023-05-11,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
420,Montana,2023-05-11,2023-05-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421,Montana,2023-05-12,2023-05-15,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
422,Montana,2023-05-15,2023-05-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
423,Montana,2023-05-16,2023-05-17,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
424,Montana,2023-05-17,2023-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
425,Montana,2023-05-18,2023-06-01,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,0,0
426,Nebraska,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
427,Nebraska,2022-06-01,2022-11-01,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0
428,Nebraska,2022-11-01,2023-05-22,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,0,0,0,0
429,Nebraska,2023-05-22,2023-05-23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
430,Nebraska,2023-05-23,2023-05-29,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
431,Nebraska,2023-05-29,2023-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
432,Nebraska,2023-05-30,2023-06-01,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,0,0,0
433,Nevada,2018-12-01,2022-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
434,Nevada,2022-06-01,2022-06-27,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
435,Nevada,2022-06-27,2022-06-28,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
436,Nevada,2022-06-28,2022-11-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
437,Nevada,2022-11-01,2023-05-29,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
438,Nevada,2023-05-29,2023-05-30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
439,Nevada,2023-05-30,2023-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
440,New Hampshire,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
441,New Hampshire,2022-06-01,2022-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
442,New Hampshire,2022-11-01,2023-06-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
443,New Jersey,2018-12-01,2022-01-12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
444,New Jersey,2022-01-12,2022-01-13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
445,New Jersey,2022-01-13,2022-06-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
446,New Jersey,2022-06-01,2022-06-30,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
447,New Jersey,2022-06-30,2022-07-01,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
448,New Jersey,2022-07-01,2022-11-01,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0
449,New Jersey,2022-11-01,2023-06-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
450,New Mexico,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
451,New Mexico,2022-06-01,2022-06-26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
452,New Mexico,2022-06-26,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
453,New Mexico,2022-06-27,2022-08-30,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
454,New Mexico,2022-08-30,2022-08-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
455,New Mexico,2022-08-31,2022-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
456,New Mexico,2022-11-01,2023-06-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
457,New York,2018-12-01,2019-01-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
458,New York,2019-01-21,2019-01-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
459,New York,2019-01-22,2022-06-01,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
460,New York,2022-06-01,2022-06-12,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
461,New York,2022-06-12,2022-06-13,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
462,New York,2022-06-13,2022-09-10,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
463,New York,2022-09-10,2022-09-11,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
464,New York,2022-09-11,2022-11-01,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
465,New York,2022-11-01,2022-11-14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
466,New York,2022-11-14,2022-11-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
467,New York,2022-11-15,2022-12-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
468,New York,2022-12-31,2023-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
469,New York,2023-01-01,2023-01-11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
470,New York,2023-01-11,2023-01-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
471,New York,2023-01-12,2023-03-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
472,New York,2023-03-02,2023-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
473,New York,2023-03-03,2023-03-31,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
474,New York,2023-03-31,2023-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
475,New York,2023-04-01,2023-05-02,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
476,New York,2023-05-02,2023-05-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
477,New York,2023-05-03,2023-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
478,North Carolina,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
479,North Carolina,2022-06-01,2022-07-05,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
480,North Carolina,2022-07-05,2022-07-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
481,North Carolina,2022-07-06,2022-11-01,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0
482,North Carolina,2022-11-01,2023-06-01,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0
483,North Dakota,2018-12-01,2020-03-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
484,North Dakota,2020-03-31,2020-04-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
485,North Dakota,2020-04-01,2021-12-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
486,North Dakota,2021-12-31,2022-01-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
487,North Dakota,2022-01-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
488,North Dakota,2022-06-01,2022-06-27,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
489,North Dakota,2022-06-27,2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
490,North Dakota,2022-06-28,2022-07-26,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
491,North Dakota,2022-07-26,2022-07-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
492,North Dakota,2022-07-27,2022-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
493,North Dakota,2022-07-28,2022-08-24,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
494,North Dakota,2022-08-24,2022-08-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
495,North Dakota,2022-08-25,2022-09-28,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
496,North Dakota,2022-09-28,2022-09-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
497,North Dakota,2022-09-29,2022-10-30,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
498,North Dakota,2022-10-30,2022-10-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
499,North Dakota,2022-10-31,2022-11-01,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0
500,North Dakota,2022-11-01,2022-11-16,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
501,North Dakota,2022-11-16,2022-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
502,North Dakota,2022-11-17,2022-12-14,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
503,North Dakota,2022-12-14,2022-12-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
504,North Dakota,2022-12-15,2023-03-15,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
505,North Dakota,2023-03-15,2023-03-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
506,North Dakota,2023-03-16,2023-04-23,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0
507,North Dakota,2023-04-23,2023-04-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
508,North Dakota,2023-04-24,2023-05-17,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
509,North Dakota,2023-05-17,2023-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
510,North Dakota,2023-05-18,2023-06-01,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
511,Ohio,2018-12-01,2019-03-11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
512,Ohio,2019-03-11,2019-03-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
513,Ohio,2019-03-12,2019-10-16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
514,Ohio,2019-10-16,2019-10-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
515,Ohio,2019-10-17,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
516,Ohio,2022-06-01,2022-06-23,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
517,Ohio,2022-06-23,2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
518,Ohio,2022-06-24,2022-07-06,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
519,Ohio,2022-07-06,2022-07-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
520,Ohio,2022-07-07,2022-08-02,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
521,Ohio,2022-08-02,2022-08-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
522,Ohio,2022-08-03,2022-09-13,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
523,Ohio,2022-09-13,2022-09-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
524,Ohio,2022-09-14,2022-10-11,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
525,Ohio,2022-10-11,2022-10-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
526,Ohio,2022-10-12,2022-11-01,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,0,1
527,Ohio,2022-11-01,2023-03-13,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
528,Ohio,2023-03-13,2023-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
529,Ohio,2023-03-14,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,0
530,Oklahoma,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
531,Oklahoma,2022-06-01,2022-06-23,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0
532,Oklahoma,2022-06-23,2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
533,Oklahoma,2022-06-24,2022-08-25,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0
534,Oklahoma,2022-08-25,2022-08-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
535,Oklahoma,2022-08-26,2022-11-01,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0
536,Oklahoma,2022-11-01,2023-03-20,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
537,Oklahoma,2023-03-20,2023-03-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
538,Oklahoma,2023-03-21,2023-04-30,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
539,Oklahoma,2023-04-30,2023-05-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
540,Oklahoma,2023-05-01,2023-05-30,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
541,Oklahoma,2023-05-30,2023-05-31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
542,Oklahoma,2023-05-31,2023-06-01,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
543,Oregon,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
544,Oregon,2022-06-01,2022-10-26,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
545,Oregon,2022-10-26,2022-10-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
546,Oregon,2022-10-27,2022-11-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
547,Oregon,2022-11-01,2023-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
548,Pennsylvania,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
549,Pennsylvania,2022-06-01,2022-07-11,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
550,Pennsylvania,2022-07-11,2022-07-12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1
551,Pennsylvania,2022-07-12,2022-11-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,1
552,Pennsylvania,2022-11-01,2023-06-01,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0
553,Rhode Island,2018-12-01,2019-06-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
554,Rhode Island,2019-06-18,2019-06-19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
555,Rhode Island,2019-06-19,2021-07-13,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
556,Rhode Island,2021-07-13,2021-07-14,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
557,Rhode Island,2021-07-14,2021-10-04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
558,Rhode Island,2021-10-04,2021-10-05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
559,Rhode Island,2021-10-05,2022-01-03,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
560,Rhode Island,2022-01-03,2022-01-04,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
561,Rhode Island,2022-01-04,2022-06-01,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562,Rhode Island,2022-06-01,2022-06-30,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
563,Rhode Island,2022-06-30,2022-07-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
564,Rhode Island,2022-07-01,2022-07-04,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
565,Rhode Island,2022-07-04,2022-07-05,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
566,Rhode Island,2022-07-05,2022-11-01,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
567,Rhode Island,2022-11-01,2023-05-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
568,Rhode Island,2023-05-17,2023-05-18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
569,Rhode Island,2023-05-18,2023-06-01,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
570,South Carolina,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
571,South Carolina,2022-06-01,2022-06-23,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
572,South Carolina,2022-06-23,2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
573,South Carolina,2022-06-24,2022-06-26,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
574,South Carolina,2022-06-26,2022-06-27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
575,South Carolina,2022-06-27,2022-07-20,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
576,South Carolina,2022-07-20,2022-07-21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
577,South Carolina,2022-07-21,2022-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
578,South Carolina,2022-07-22,2022-07-25,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
579,South Carolina,2022-07-25,2022-07-26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
580,South Carolina,2022-07-26,2022-08-16,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0
581,South Carolina,2022-08-16,2022-08-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
582,South Carolina,2022-08-17,2022-11-01,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,1,1,0,0
583,South Carolina,2022-11-01,2023-02-07,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
584,South Carolina,2023-02-07,2023-02-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
585,South Carolina,2023-02-08,2023-05-24,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,0,0
586,South Carolina,2023-05-24,2023-05-25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
587,South Carolina,2023-05-25,2023-06-01,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0
588,South Dakota,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
589,South Dakota,2022-06-01,2022-06-23,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
590,South Dakota,2022-06-23,2022-06-24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
591,South Dakota,2022-06-24,2022-06-30,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
592,South Dakota,2022-06-30,2022-07-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
593,South Dakota,2022-07-01,2022-07-21,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
594,South Dakota,2022-07-21,2022-07-22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
595,South Dakota,2022-07-22,2022-11-01,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0
596,South Dakota,2022-11-01,2023-06-01,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
597,Tennessee,2018-12-01,2022-06-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
598,Tennessee,2022-06-01,2022-06-27,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
599,Tennessee,2022-06-27,2022-06-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
600,Tennessee,2022-06-28,2022-07-27,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
601,Tennessee,2022-07-27,2022-07-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
602,Tennessee,2022-07-28,2022-08-24,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,0,1,1,0,0
