"Notes","State","State Code","Year","Year Code","Age Group","Age Group Code","Race","Race Code",Deaths,Population,Crude Rate,% of Total Deaths
,"Indiana","18","1986","1986","75-84 years","75-84","Black or African American","2054-5",0,6342,0.00 (Unreliable),0.00%
,"Indiana","18","1986","1986","75-84 years","75-84","Other Race","2131-1",0,308,0.00 (Unreliable),0.00%
,"Indiana","18","1986","1986","75-84 years","75-84","White","2106-3",0,125090,0.00 (Unreliable),0.00%
"Total","Indiana","18","1986","1986","75-84 years","75-84",,,0,131740,0.00 (Unreliable),0.00%
,"Indiana","18","1986","1986","85+ years","85+","Black or African American","2054-5",0,2112,0.00 (Unreliable),0.00%
,"Indiana","18","1986","1986","85+ years","85+","Other Race","2131-1",0,72,0.00 (Unreliable),0.00%
,"Indiana","18","1986","1986","85+ years","85+","White","2106-3",0,45454,0.00 (Unreliable),0.00%
"Total","Indiana","18","1986","1986","85+ years","85+",,,0,47638,0.00 (Unreliable),0.00%
,"Indiana","18","1986","1986","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Indiana","18","1986","1986","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Indiana","18","1986","1986","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Indiana","18","1986","1986","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Indiana","18","1986","1986",,,,,5,2810427,0.18 (Unreliable),0.35%
,"Indiana","18","1987","1987","< 1 year","1","Black or African American","2054-5",0,4013,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","< 1 year","1","Other Race","2131-1",0,275,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","< 1 year","1","White","2106-3",0,33909,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","< 1 year","1",,,0,38197,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","1-4 years","1-4","Black or African American","2054-5",0,15004,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","1-4 years","1-4","Other Race","2131-1",0,1370,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","1-4 years","1-4","White","2106-3",0,136997,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","1-4 years","1-4",,,0,153371,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","5-9 years","5-9","Black or African American","2054-5",0,20172,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","5-9 years","5-9","Other Race","2131-1",0,1792,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","5-9 years","5-9","White","2106-3",0,178734,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","5-9 years","5-9",,,0,200698,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","10-14 years","10-14","Black or African American","2054-5",0,18802,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","10-14 years","10-14","Other Race","2131-1",0,1754,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","10-14 years","10-14","White","2106-3",0,170754,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","10-14 years","10-14",,,0,191310,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","15-19 years","15-19","Black or African American","2054-5",0,20265,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","15-19 years","15-19","Other Race","2131-1",0,1973,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","15-19 years","15-19","White","2106-3",0,195260,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","15-19 years","15-19",,,0,217498,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","20-24 years","20-24","Black or African American","2054-5",0,19549,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","20-24 years","20-24","Other Race","2131-1",0,2306,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","20-24 years","20-24","White","2106-3",2,204488,0.98 (Unreliable),0.14%
"Total","Indiana","18","1987","1987","20-24 years","20-24",,,2,226343,0.88 (Unreliable),0.14%
,"Indiana","18","1987","1987","25-34 years","25-34","Black or African American","2054-5",0,39287,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","25-34 years","25-34","Other Race","2131-1",0,5070,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","25-34 years","25-34","White","2106-3",2,425984,0.47 (Unreliable),0.14%
"Total","Indiana","18","1987","1987","25-34 years","25-34",,,2,470341,0.43 (Unreliable),0.14%
,"Indiana","18","1987","1987","35-44 years","35-44","Black or African American","2054-5",0,27414,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","35-44 years","35-44","Other Race","2131-1",0,3839,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","35-44 years","35-44","White","2106-3",0,351945,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","35-44 years","35-44",,,0,383198,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","45-54 years","45-54","Black or African American","2054-5",0,19175,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","45-54 years","45-54","Other Race","2131-1",0,2113,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","45-54 years","45-54","White","2106-3",0,249715,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","45-54 years","45-54",,,0,271003,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","55-64 years","55-64","Black or African American","2054-5",0,16920,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","55-64 years","55-64","Other Race","2131-1",0,1286,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","55-64 years","55-64","White","2106-3",0,246475,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","55-64 years","55-64",,,0,264681,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","65-74 years","65-74","Black or African American","2054-5",0,12336,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","65-74 years","65-74","Other Race","2131-1",0,640,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","65-74 years","65-74","White","2106-3",0,206942,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","65-74 years","65-74",,,0,219918,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","75-84 years","75-84","Black or African American","2054-5",0,6552,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","75-84 years","75-84","Other Race","2131-1",0,309,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","75-84 years","75-84","White","2106-3",0,127701,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","75-84 years","75-84",,,0,134562,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","85+ years","85+","Black or African American","2054-5",0,2213,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","85+ years","85+","Other Race","2131-1",0,72,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","85+ years","85+","White","2106-3",0,46970,0.00 (Unreliable),0.00%
"Total","Indiana","18","1987","1987","85+ years","85+",,,0,49255,0.00 (Unreliable),0.00%
,"Indiana","18","1987","1987","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Indiana","18","1987","1987","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Indiana","18","1987","1987","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Indiana","18","1987","1987","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Indiana","18","1987","1987",,,,,4,2820375,0.14 (Unreliable),0.28%
,"Indiana","18","1988","1988","< 1 year","1","Black or African American","2054-5",0,4400,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","< 1 year","1","Other Race","2131-1",0,344,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","< 1 year","1","White","2106-3",0,35090,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","< 1 year","1",,,0,39834,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","1-4 years","1-4","Black or African American","2054-5",0,15233,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","1-4 years","1-4","Other Race","2131-1",0,1411,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","1-4 years","1-4","White","2106-3",0,136898,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","1-4 years","1-4",,,0,153542,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","5-9 years","5-9","Black or African American","2054-5",0,20049,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","5-9 years","5-9","Other Race","2131-1",0,1849,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","5-9 years","5-9","White","2106-3",0,177960,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","5-9 years","5-9",,,0,199858,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","10-14 years","10-14","Black or African American","2054-5",0,18859,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","10-14 years","10-14","Other Race","2131-1",0,1790,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","10-14 years","10-14","White","2106-3",0,171062,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","10-14 years","10-14",,,0,191711,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","15-19 years","15-19","Black or African American","2054-5",2,20378,9.81 (Unreliable),0.14%
,"Indiana","18","1988","1988","15-19 years","15-19","Other Race","2131-1",0,2109,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","15-19 years","15-19","White","2106-3",1,193291,0.52 (Unreliable),0.07%
"Total","Indiana","18","1988","1988","15-19 years","15-19",,,3,215778,1.39 (Unreliable),0.21%
,"Indiana","18","1988","1988","20-24 years","20-24","Black or African American","2054-5",1,18942,5.28 (Unreliable),0.07%
,"Indiana","18","1988","1988","20-24 years","20-24","Other Race","2131-1",0,2383,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","20-24 years","20-24","White","2106-3",0,197130,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","20-24 years","20-24",,,1,218455,0.46 (Unreliable),0.07%
,"Indiana","18","1988","1988","25-34 years","25-34","Black or African American","2054-5",0,39702,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","25-34 years","25-34","Other Race","2131-1",0,5212,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","25-34 years","25-34","White","2106-3",2,424800,0.47 (Unreliable),0.14%
"Total","Indiana","18","1988","1988","25-34 years","25-34",,,2,469714,0.43 (Unreliable),0.14%
,"Indiana","18","1988","1988","35-44 years","35-44","Black or African American","2054-5",0,28743,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","35-44 years","35-44","Other Race","2131-1",0,4107,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","35-44 years","35-44","White","2106-3",1,359138,0.28 (Unreliable),0.07%
"Total","Indiana","18","1988","1988","35-44 years","35-44",,,1,391988,0.26 (Unreliable),0.07%
,"Indiana","18","1988","1988","45-54 years","45-54","Black or African American","2054-5",0,19504,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","45-54 years","45-54","Other Race","2131-1",0,2253,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","45-54 years","45-54","White","2106-3",0,258053,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","45-54 years","45-54",,,0,279810,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","55-64 years","55-64","Black or African American","2054-5",0,17063,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","55-64 years","55-64","Other Race","2131-1",0,1367,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","55-64 years","55-64","White","2106-3",0,242667,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","55-64 years","55-64",,,0,261097,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","65-74 years","65-74","Black or African American","2054-5",0,12664,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","65-74 years","65-74","Other Race","2131-1",0,671,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","65-74 years","65-74","White","2106-3",0,209551,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","65-74 years","65-74",,,0,222886,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","75-84 years","75-84","Black or African American","2054-5",0,6756,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","75-84 years","75-84","Other Race","2131-1",0,307,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","75-84 years","75-84","White","2106-3",0,129574,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","75-84 years","75-84",,,0,136637,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","85+ years","85+","Black or African American","2054-5",0,2299,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","85+ years","85+","Other Race","2131-1",0,77,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","85+ years","85+","White","2106-3",0,47844,0.00 (Unreliable),0.00%
"Total","Indiana","18","1988","1988","85+ years","85+",,,0,50220,0.00 (Unreliable),0.00%
,"Indiana","18","1988","1988","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Indiana","18","1988","1988","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Indiana","18","1988","1988","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Indiana","18","1988","1988","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Indiana","18","1988","1988",,,,,7,2831530,0.25 (Unreliable),0.49%
"Total","Indiana","18",,,,,,,27,14086505,0.19,1.88%
,"Iowa","19","1984","1984","< 1 year","1","Black or African American","2054-5",0,415,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","< 1 year","1","Other Race","2131-1",0,264,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","< 1 year","1","White","2106-3",0,19905,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","< 1 year","1",,,0,20584,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","1-4 years","1-4","Black or African American","2054-5",0,1972,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","1-4 years","1-4","Other Race","2131-1",0,1179,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","1-4 years","1-4","White","2106-3",0,82409,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","1-4 years","1-4",,,0,85560,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","5-9 years","5-9","Black or African American","2054-5",0,2266,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","5-9 years","5-9","Other Race","2131-1",0,1430,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","5-9 years","5-9","White","2106-3",0,98731,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","5-9 years","5-9",,,0,102427,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","10-14 years","10-14","Black or African American","2054-5",0,1991,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","10-14 years","10-14","Other Race","2131-1",0,1238,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","10-14 years","10-14","White","2106-3",0,97628,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","10-14 years","10-14",,,0,100857,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","15-19 years","15-19","Black or African American","2054-5",0,2253,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","15-19 years","15-19","Other Race","2131-1",0,1206,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","15-19 years","15-19","White","2106-3",0,108910,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","15-19 years","15-19",,,0,112369,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","20-24 years","20-24","Black or African American","2054-5",0,2434,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","20-24 years","20-24","Other Race","2131-1",0,1487,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","20-24 years","20-24","White","2106-3",1,124942,0.80 (Unreliable),0.07%
"Total","Iowa","19","1984","1984","20-24 years","20-24",,,1,128863,0.78 (Unreliable),0.07%
,"Iowa","19","1984","1984","25-34 years","25-34","Black or African American","2054-5",0,3810,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","25-34 years","25-34","Other Race","2131-1",0,2684,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","25-34 years","25-34","White","2106-3",4,222157,1.80 (Unreliable),0.28%
"Total","Iowa","19","1984","1984","25-34 years","25-34",,,4,228651,1.75 (Unreliable),0.28%
,"Iowa","19","1984","1984","35-44 years","35-44","Black or African American","2054-5",0,2127,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","35-44 years","35-44","Other Race","2131-1",0,1505,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","35-44 years","35-44","White","2106-3",0,164427,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","35-44 years","35-44",,,0,168059,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","45-54 years","45-54","Black or African American","2054-5",0,1653,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","45-54 years","45-54","Other Race","2131-1",0,861,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","45-54 years","45-54","White","2106-3",0,132219,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","45-54 years","45-54",,,0,134733,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","55-64 years","55-64","Black or African American","2054-5",0,1350,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","55-64 years","55-64","Other Race","2131-1",0,479,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","55-64 years","55-64","White","2106-3",0,141508,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","55-64 years","55-64",,,0,143337,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","65-74 years","65-74","Black or African American","2054-5",0,982,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","65-74 years","65-74","Other Race","2131-1",0,296,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","65-74 years","65-74","White","2106-3",0,123509,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","65-74 years","65-74",,,0,124787,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","75-84 years","75-84","Black or African American","2054-5",0,533,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","75-84 years","75-84","Other Race","2131-1",0,159,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","75-84 years","75-84","White","2106-3",0,84489,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","75-84 years","75-84",,,0,85181,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","85+ years","85+","Black or African American","2054-5",0,195,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","85+ years","85+","Other Race","2131-1",0,47,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","85+ years","85+","White","2106-3",0,36208,0.00 (Unreliable),0.00%
"Total","Iowa","19","1984","1984","85+ years","85+",,,0,36450,0.00 (Unreliable),0.00%
,"Iowa","19","1984","1984","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Iowa","19","1984","1984","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Iowa","19","1984","1984","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Iowa","19","1984","1984","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Iowa","19","1984","1984",,,,,5,1471858,0.34 (Unreliable),0.35%
,"Iowa","19","1985","1985","< 1 year","1","Black or African American","2054-5",0,469,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","< 1 year","1","Other Race","2131-1",0,232,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","< 1 year","1","White","2106-3",0,19465,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","< 1 year","1",,,0,20166,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","1-4 years","1-4","Black or African American","2054-5",0,1969,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","1-4 years","1-4","Other Race","2131-1",0,1184,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","1-4 years","1-4","White","2106-3",0,79875,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","1-4 years","1-4",,,0,83028,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","5-9 years","5-9","Black or African American","2054-5",0,2354,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","5-9 years","5-9","Other Race","2131-1",0,1497,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","5-9 years","5-9","White","2106-3",0,99970,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","5-9 years","5-9",,,0,103821,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","10-14 years","10-14","Black or African American","2054-5",0,1980,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","10-14 years","10-14","Other Race","2131-1",0,1269,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","10-14 years","10-14","White","2106-3",0,93713,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","10-14 years","10-14",,,0,96962,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","15-19 years","15-19","Black or African American","2054-5",0,2215,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","15-19 years","15-19","Other Race","2131-1",0,1266,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","15-19 years","15-19","White","2106-3",0,105662,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","15-19 years","15-19",,,0,109143,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","20-24 years","20-24","Black or African American","2054-5",0,2382,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","20-24 years","20-24","Other Race","2131-1",0,1549,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","20-24 years","20-24","White","2106-3",0,118728,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","20-24 years","20-24",,,0,122659,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","25-34 years","25-34","Black or African American","2054-5",0,3876,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","25-34 years","25-34","Other Race","2131-1",0,2816,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","25-34 years","25-34","White","2106-3",1,221520,0.45 (Unreliable),0.07%
"Total","Iowa","19","1985","1985","25-34 years","25-34",,,1,228212,0.44 (Unreliable),0.07%
,"Iowa","19","1985","1985","35-44 years","35-44","Black or African American","2054-5",0,2214,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","35-44 years","35-44","Other Race","2131-1",0,1632,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","35-44 years","35-44","White","2106-3",0,167794,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","35-44 years","35-44",,,0,171640,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","45-54 years","45-54","Black or African American","2054-5",0,1652,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","45-54 years","45-54","Other Race","2131-1",0,927,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","45-54 years","45-54","White","2106-3",0,130472,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","45-54 years","45-54",,,0,133051,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","55-64 years","55-64","Black or African American","2054-5",0,1353,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","55-64 years","55-64","Other Race","2131-1",0,533,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","55-64 years","55-64","White","2106-3",0,139341,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","55-64 years","55-64",,,0,141227,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","65-74 years","65-74","Black or African American","2054-5",0,990,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","65-74 years","65-74","Other Race","2131-1",0,289,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","65-74 years","65-74","White","2106-3",0,123381,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","65-74 years","65-74",,,0,124660,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","75-84 years","75-84","Black or African American","2054-5",0,551,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","75-84 years","75-84","Other Race","2131-1",0,138,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","75-84 years","75-84","White","2106-3",0,85514,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","75-84 years","75-84",,,0,86203,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","85+ years","85+","Black or African American","2054-5",0,192,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","85+ years","85+","Other Race","2131-1",0,43,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","85+ years","85+","White","2106-3",0,36806,0.00 (Unreliable),0.00%
"Total","Iowa","19","1985","1985","85+ years","85+",,,0,37041,0.00 (Unreliable),0.00%
,"Iowa","19","1985","1985","Not Stated","NS","Black or African American","2054-5",0,Not Applicable,Not Applicable,0.00%
,"Iowa","19","1985","1985","Not Stated","NS","Other Race","2131-1",0,Not Applicable,Not Applicable,0.00%
,"Iowa","19","1985","1985","Not Stated","NS","White","2106-3",0,Not Applicable,Not Applicable,0.00%
"Total","Iowa","19","1985","1985","Not Stated","NS",,,0,Not Applicable,Not Applicable,0.00%
"Total","Iowa","19","1985","1985",,,,,1,1457813,0.07 (Unreliable),0.07%
,"Iowa","19","1986","1986","< 1 year","1","Black or African American","2054-5",0,450,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","< 1 year","1","Other Race","2131-1",0,254,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","< 1 year","1","White","2106-3",0,18201,0.00 (Unreliable),0.00%
"Total","Iowa","19","1986","1986","< 1 year","1",,,0,18905,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","1-4 years","1-4","Black or African American","2054-5",0,1966,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","1-4 years","1-4","Other Race","2131-1",0,1201,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","1-4 years","1-4","White","2106-3",0,76956,0.00 (Unreliable),0.00%
"Total","Iowa","19","1986","1986","1-4 years","1-4",,,0,80123,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","5-9 years","5-9","Black or African American","2054-5",0,2386,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","5-9 years","5-9","Other Race","2131-1",0,1563,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","5-9 years","5-9","White","2106-3",0,100225,0.00 (Unreliable),0.00%
"Total","Iowa","19","1986","1986","5-9 years","5-9",,,0,104174,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","10-14 years","10-14","Black or African American","2054-5",0,1930,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","10-14 years","10-14","Other Race","2131-1",0,1297,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","10-14 years","10-14","White","2106-3",0,89166,0.00 (Unreliable),0.00%
"Total","Iowa","19","1986","1986","10-14 years","10-14",,,0,92393,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","15-19 years","15-19","Black or African American","2054-5",0,2219,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","15-19 years","15-19","Other Race","2131-1",0,1336,0.00 (Unreliable),0.00%
,"Iowa","19","1986","1986","15-19 years","15-19","White","2106-3",0,103571,0.00 (Unreliable),0.00%
