Abortion_Restricted,Inadequate Prenatal Care,No Cancer Screen,Infant Mortality,Maternal Mortality,Maternity Care Desert,Maternity Practices Score,No Postpartum Visit,Severe Maternal Morbidity,Unintended Pregnancy,No Preventative,Patients Per Doctor
0,0.6187113709279661,1.880457530160287,-0.4193815085170672,-0.22870622413966787,-0.2783781367739053,0.5027176361518103,2.2176645401937742,0.02894484038744351,2.7513265995919913,2.178380930890434,1.3332037346302412
1,-0.5940593804016029,-0.5361608284129769,1.0721111897218356,0.11279375145070006,-0.3686963767049946,-0.41935240000603485,0.26822252883137093,0.3619974870160975,-0.5242638534715989,-0.5240964234010268,-0.03739797030180404
1,1.4989482065703947,1.2407644352438356,0.05161618566363883,0.6060714939701208,-0.2241871928152517,0.3183036289202413,1.5188079700827233,-0.4788239487349298,2.8597898596272096,1.5083452232148646,0.801466276837653
1,-0.2224038275747979,-1.2469309338757018,0.4441142641475607,-0.7346321139031761,-0.675778392470698,0.3183036289202413,0.4153502278021201,0.34561784865731143,-0.5676491574856863,-1.305804749022524,-0.8833146159791588
1,-0.4962552875524442,-0.014929417740312857,0.3656146484507766,0.8716825860959623,1.925386917544673,1.4247876723096555,0.5624779267728693,-0.1348515432004189,0.2675179447854943,-0.21141309315242984,0.6667620054141248
1,1.9292862151066938,-0.39400680732043153,0.9151119583282674,-0.14016919343105402,0.3357858947575017,-0.05052438554289681,1.629153744310782,1.4157542214313454,-0.8604999595807755,0.5032916617015118,-2.5790091202315817
0,-1.1417623003568913,-0.4413914810179472,-1.9893738224527548,-0.7978728501236145,-0.8925421683053123,-1.7102504506270182,-0.9578416292581812,-0.4897437076407874,-0.6869587435244262,-0.09974047520650169,-1.3574135517982142
1,-1.4938570346138622,-0.4887761547154629,-0.4193815085170672,-0.608150641462299,0.9318862783026909,1.6092016795412245,-0.5777617402504238,-1.0630310501983058,-0.6761124175209046,-0.7921107064712551,0.9433166634560618
1,0.6187113709279661,1.2881491089413497,1.7786077309928954,1.7444047459380136,1.6002412537927515,1.0559596578465174,1.8130633680242216,-1.0084322556690184,0.6146003768981921,-0.3900892818659135,2.3986159487193612
0,-0.3202079204239566,1.5487648142776824,0.05161618566363883,-0.5702061997300358,-0.38676002469121246,0.3183036289202413,-0.7248894392211678,0.22004062123994964,0.09397672872914496,-0.7921107064712551,-0.41538919543500236
0,1.049049379464266,-0.03862175458906901,-0.8118795870009891,-0.9117061753204038,-0.6938420404569159,-0.788180414469173,-0.13637864333818148,0.651371098021321,-0.6978050695279482,1.0169857042527801,-0.8038286409477545
1,-0.04635646044631381,-0.39400680732043153,0.9151119583282674,0.4542937270410684,2.0518324534481978,1.6092016795412245,0.19465867934600156,-2.4553003106951357,-0.17718142135890058,-0.21141309315242984,0.6019230090945918
0,-0.6527418361110976,0.26937862444477784,0.20861541705720774,1.036108500269103,0.35384954274371966,0.13388962168867222,-0.3938521165369899,-0.2604287706177799,-0.2964910073976408,-0.41242380545509866,0.12545152237086643
1,-1.6503435831725186,-0.4887761547154629,-0.4193815085170672,-0.608150641462299,0.9318862783026909,1.6092016795412245,-0.4674159660223645,-1.0630310501983058,-0.6761124175209046,-0.8591142772388114,1.0623325975944355
0,0.1492517252520037,1.9041498670090449,-1.204377665484911,-0.2666506658719311,-0.8564148723328766,-0.6037664072376039,-0.2099424928235561,1.928982890006648,-0.13379611734481345,-0.8591142772388114,-0.7349066398846115
0,-1.454735397474201,0.34045563499104964,-1.1258780497881269,-0.608150641462299,-0.8925421683053123,-2.632320486784863,-2.380076052642073,1.0499422980851192,-0.7628830255490788,-1.2611357018441514,-1.2243302878835554
1,2.35962422364299,0.5773790034786246,0.20861541705720774,-0.051632162722439735,-0.7299693364293516,-0.23493839277446585,0.46439279412569967,0.7714884459857535,1.2219946330954143,0.05660118991779919,0.5512016661608876
1,-0.7114242918205916,-0.4887761547154629,0.28711503275399186,-0.10222475169879082,0.4080404867023732,1.4247876723096555,-0.872017138191917,-1.4889016475267478,-0.7411903735420353,0.21294285504209848,0.6019230090945918
