State,Measure,Year,Value
MI,Cervical Cancer Screening,2023,57.4
MI,Concentrated Disadvantage,2018,23.5
MI,Concentrated Disadvantage,2019,23.5
MI,Concentrated Disadvantage,2020,23.5
MI,Concentrated Disadvantage,2021,23.5
MI,Concentrated Disadvantage,2022,23.5
MI,Concentrated Disadvantage,2023,23.5
MI,Food Insecurity,2018,11.8
MI,Food Insecurity,2019,11.8
MI,Food Insecurity,2020,11.9
MI,Food Insecurity,2021,11.9
MI,Food Insecurity,2022,11.9
MI,Food Insecurity,2023,13.0
MI,Gender Pay Gap,2018,78.7
MI,Gender Pay Gap,2019,77.8
MI,Gender Pay Gap,2020,77.8
MI,Gender Pay Gap,2021,77.8
MI,Gender Pay Gap,2022,80.9
MI,Gender Pay Gap,2023,81.8
MI,Infant Child Care Affordability,2018,12.3
MI,Infant Child Care Affordability,2019,11.5
MI,Infant Child Care Affordability,2020,11.6
MI,Infant Child Care Affordability,2021,13.4
MI,Infant Child Care Affordability,2022,13.5
MI,Infant Child Care Affordability,2023,11.5
MI,Infant Mortality,2018,6.3
MI,Infant Mortality,2019,6.3
MI,Infant Mortality,2020,6.5
MI,Infant Mortality,2021,6.3
MI,Infant Mortality,2022,6.3
MI,Infant Mortality,2023,6.3
MI,Low Birth Weight,2018,8.5
MI,Low Birth Weight,2019,8.7
MI,Low Birth Weight,2020,8.9
MI,Low Birth Weight,2021,9.2
MI,Low Birth Weight,2022,9.2
MI,Low Birth Weight,2023,8.9
MI,Low-Risk Cesarean Delivery,2018,27.3
MI,Low-Risk Cesarean Delivery,2019,26.5
MI,Low-Risk Cesarean Delivery,2020,27.4
MI,Low-Risk Cesarean Delivery,2021,28.1
MI,Low-Risk Cesarean Delivery,2022,27.7
MI,Low-Risk Cesarean Delivery,2023,28.4
MI,Maternal Mortality,2018,19.1
MI,Maternal Mortality,2019,18.7
MI,Maternal Mortality,2020,18.7
MI,Maternal Mortality,2021,18.7
MI,Maternal Mortality,2022,18.7
MI,Maternal Mortality,2023,18.7
MI,Maternity Care Desert,2018,1.2
MI,Maternity Care Desert,2019,1.2
MI,Maternity Care Desert,2020,1.2
MI,Maternity Care Desert,2021,1.2
MI,Maternity Care Desert,2022,1.2
MI,Maternity Care Desert,2023,1.2
MI,Maternity Practices Score,2018,77.0
MI,Maternity Practices Score,2019,77.5
MI,Maternity Practices Score,2020,78.0
MI,Maternity Practices Score,2021,79.0
MI,Maternity Practices Score,2022,80.0
MI,Maternity Practices Score,2023,80.0
MI,Neonatal Mortality,2018,4.2
MI,Neonatal Mortality,2019,4.2
MI,Neonatal Mortality,2020,4.3
MI,Neonatal Mortality,2021,4.0
MI,Neonatal Mortality,2022,4.0
MI,Neonatal Mortality,2023,3.9
MI,Postpartum Depression,2018,16.4
MI,Postpartum Depression,2019,14.8
MI,Postpartum Depression,2020,16.1
MI,Postpartum Depression,2021,16.5
MI,Postpartum Depression,2022,14.3
MI,Postpartum Depression,2023,11.6
MI,Postpartum Visit,2018,89.1
MI,Postpartum Visit,2019,88.7
MI,Postpartum Visit,2020,86.4
MI,Postpartum Visit,2021,87.5
MI,Postpartum Visit,2022,90.2
MI,Postpartum Visit,2023,89.5
MI,Poverty,2018,13.4
MI,Poverty,2019,12.6
MI,Poverty,2020,12.85
MI,Poverty,2021,13.1
MI,Poverty,2022,13.3
MI,Poverty,2023,13.8
MI,Severe Maternal Morbidity,2018,76.2
MI,Severe Maternal Morbidity,2019,78.3
MI,Severe Maternal Morbidity,2020,89.9
MI,Severe Maternal Morbidity,2021,102.2
MI,Severe Maternal Morbidity,2022,94.9
MI,Severe Maternal Morbidity,2023,94.9
MI,Smoking During Pregnancy,2018,10.6
MI,Smoking During Pregnancy,2019,10.4
MI,Smoking During Pregnancy,2020,9.8
MI,Smoking During Pregnancy,2021,8.3
MI,Smoking During Pregnancy,2022,6.6
MI,Smoking During Pregnancy,2023,5.3
MI,Unemployment,2018,5.4
MI,Unemployment,2019,5.0
MI,Unemployment,2020,5.95
MI,Unemployment,2021,6.9
MI,Unemployment,2022,4.6
MI,Unemployment,2023,4.5
MI,Uninsured Women,2018,7.2
MI,Uninsured Women,2019,7.8
MI,Uninsured Women,2020,6.9
MI,Uninsured Women,2021,6.0
MI,Uninsured Women,2022,6.0
MI,Uninsured Women,2023,5.7
MI,Unintended Pregnancy,2018,30.9
MI,Unintended Pregnancy,2019,29.0
MI,Unintended Pregnancy,2020,28.5
MI,Unintended Pregnancy,2021,23.9
MI,Unintended Pregnancy,2022,24.8
MI,Unintended Pregnancy,2023,21.4
MI,Voter Participation (Average),2018,63.2
MI,Voter Participation (Average),2019,63.2
MI,Voter Participation (Average),2020,65.1
MI,Voter Participation (Average),2021,65.1
MI,Voter Participation (Average),2022,65.1
MI,Voter Participation (Average),2023,67.8
MI,WIC Coverage,2018,61.4
MI,WIC Coverage,2019,59.349999999999994
MI,WIC Coverage,2020,57.3
MI,WIC Coverage,2021,59.1
MI,WIC Coverage,2022,61.6
MI,WIC Coverage,2023,61.6
MI,Well-Woman Visit,2018,77.2
MI,Well-Woman Visit,2019,77.2
MI,Well-Woman Visit,2020,76.3
MI,Well-Woman Visit,2021,75.8
MI,Well-Woman Visit,2022,78.8
MI,Well-Woman Visit,2023,78.8
MI,Women's Health Providers,2018,55.1
MI,Women's Health Providers,2019,55.1
MI,Women's Health Providers,2020,57.3
MI,Women's Health Providers,2021,57.6
MI,Women's Health Providers,2022,55.2
MI,Women's Health Providers,2023,56.5
MN,Adequate Prenatal Care,2018,80.9
MN,Adequate Prenatal Care,2019,81.2
MN,Adequate Prenatal Care,2020,75.7
MN,Adequate Prenatal Care,2021,79.9
MN,Adequate Prenatal Care,2022,80.2
MN,Adequate Prenatal Care,2023,80.4
MN,Avoided Care Due to Cost,2018,10.0
MN,Avoided Care Due to Cost,2019,10.0
MN,Avoided Care Due to Cost,2020,8.3
MN,Avoided Care Due to Cost,2021,6.6
MN,Avoided Care Due to Cost,2022,7.6
MN,Avoided Care Due to Cost,2023,8.6
MN,Cervical Cancer Screening,2018,82.6
MN,Cervical Cancer Screening,2019,74.725
MN,Cervical Cancer Screening,2020,66.85
MN,Cervical Cancer Screening,2021,58.975
MN,Cervical Cancer Screening,2022,51.1
MN,Cervical Cancer Screening,2023,51.1
MN,Concentrated Disadvantage,2018,10.2
MN,Concentrated Disadvantage,2019,10.2
MN,Concentrated Disadvantage,2020,10.2
MN,Concentrated Disadvantage,2021,10.2
MN,Concentrated Disadvantage,2022,10.2
MN,Concentrated Disadvantage,2023,10.0
MN,Food Insecurity,2018,7.0
MN,Food Insecurity,2019,7.4
MN,Food Insecurity,2020,7.4
MN,Food Insecurity,2021,7.4
MN,Food Insecurity,2022,7.1
MN,Food Insecurity,2023,9.1
MN,Gender Pay Gap,2018,82.4
MN,Gender Pay Gap,2019,81.5
MN,Gender Pay Gap,2020,81.35
MN,Gender Pay Gap,2021,81.2
MN,Gender Pay Gap,2022,83.1
MN,Gender Pay Gap,2023,85.2
MN,Infant Child Care Affordability,2018,15.5
MN,Infant Child Care Affordability,2019,15.3
MN,Infant Child Care Affordability,2020,14.6
MN,Infant Child Care Affordability,2021,14.8
MN,Infant Child Care Affordability,2022,14.3
MN,Infant Child Care Affordability,2023,13.7
MN,Infant Mortality,2018,4.8
MN,Infant Mortality,2019,4.8
MN,Infant Mortality,2020,4.5
MN,Infant Mortality,2021,4.7
MN,Infant Mortality,2022,4.7
MN,Infant Mortality,2023,4.6
MN,Low Birth Weight,2018,6.9
MN,Low Birth Weight,2019,6.9
MN,Low Birth Weight,2020,6.7
MN,Low Birth Weight,2021,7.2
MN,Low Birth Weight,2022,7.2
MN,Low Birth Weight,2023,7.2
MN,Low-Risk Cesarean Delivery,2018,22.9
MN,Low-Risk Cesarean Delivery,2019,23.8
MN,Low-Risk Cesarean Delivery,2020,24.6
MN,Low-Risk Cesarean Delivery,2021,25.5
MN,Low-Risk Cesarean Delivery,2022,26.6
MN,Low-Risk Cesarean Delivery,2023,26.6
MN,Maternal Mortality,2018,12.3
MN,Maternal Mortality,2019,12.3
MN,Maternal Mortality,2020,12.3
MN,Maternal Mortality,2021,12.3
MN,Maternal Mortality,2022,12.3
MN,Maternal Mortality,2023,14.1
MN,Maternity Care Desert,2018,2.3
MN,Maternity Care Desert,2019,2.3
MN,Maternity Care Desert,2020,2.3
MN,Maternity Care Desert,2021,2.3
MN,Maternity Care Desert,2022,2.3
MN,Maternity Care Desert,2023,2.3
MN,Maternity Practices Score,2018,82.0
MN,Maternity Practices Score,2019,81.5
MN,Maternity Practices Score,2020,81.0
MN,Maternity Practices Score,2021,81.0
MN,Maternity Practices Score,2022,81.0
MN,Maternity Practices Score,2023,81.0
MN,Neonatal Mortality,2018,3.2
MN,Neonatal Mortality,2019,3.0
MN,Neonatal Mortality,2020,3.0
MN,Neonatal Mortality,2021,3.1
MN,Neonatal Mortality,2022,3.1
MN,Neonatal Mortality,2023,2.9
MN,Postpartum Depression,2018,10.6
MN,Postpartum Depression,2019,10.9
MN,Postpartum Depression,2020,13.8
MN,Postpartum Depression,2021,11.3
MN,Postpartum Depression,2022,10.75
MN,Postpartum Depression,2023,10.2
MN,Postpartum Visit,2018,92.2
MN,Postpartum Visit,2019,93.4
MN,Postpartum Visit,2020,85.9
MN,Postpartum Visit,2021,92.2
MN,Postpartum Visit,2022,92.55000000000001
MN,Postpartum Visit,2023,92.9
MN,Poverty,2018,9.5
MN,Poverty,2019,9.0
MN,Poverty,2020,9.3
MN,Poverty,2021,9.6
MN,Poverty,2022,10.2
MN,Poverty,2023,9.8
MN,Severe Maternal Morbidity,2018,84.1
MN,Severe Maternal Morbidity,2019,87.5
MN,Severe Maternal Morbidity,2020,95.1
MN,Severe Maternal Morbidity,2021,110.3
MN,Severe Maternal Morbidity,2022,112.9
MN,Severe Maternal Morbidity,2023,112.9
MN,Smoking During Pregnancy,2018,7.5
MN,Smoking During Pregnancy,2019,7.1
MN,Smoking During Pregnancy,2020,6.7
MN,Smoking During Pregnancy,2021,5.6
MN,Smoking During Pregnancy,2022,4.5
MN,Smoking During Pregnancy,2023,3.5
MN,Unemployment,2018,3.5
MN,Unemployment,2019,3.2
MN,Unemployment,2020,4.050000000000001
MN,Unemployment,2021,4.9
MN,Unemployment,2022,3.2
MN,Unemployment,2023,3.0
MN,Uninsured Women,2018,5.2
MN,Uninsured Women,2019,6.8
MN,Uninsured Women,2020,6.4
MN,Uninsured Women,2021,6.0
MN,Uninsured Women,2022,5.9
MN,Uninsured Women,2023,5.5
MN,Unintended Pregnancy,2018,25.5
MN,Unintended Pregnancy,2019,22.5
MN,Unintended Pregnancy,2020,19.4
MN,Unintended Pregnancy,2021,20.3
MN,Unintended Pregnancy,2022,20.65
MN,Unintended Pregnancy,2023,21.0
MN,Voter Participation (Average),2018,70.5
MN,Voter Participation (Average),2019,70.5
MN,Voter Participation (Average),2020,70.5
MN,Voter Participation (Average),2021,70.8
MN,Voter Participation (Average),2022,70.8
MN,Voter Participation (Average),2023,69.8
MN,WIC Coverage,2018,63.9
MN,WIC Coverage,2019,61.849999999999994
MN,WIC Coverage,2020,59.8
MN,WIC Coverage,2021,60.7
MN,WIC Coverage,2022,64.5
MN,WIC Coverage,2023,64.5
MN,Well-Woman Visit,2018,74.7
MN,Well-Woman Visit,2019,72.8
MN,Well-Woman Visit,2020,72.8
MN,Well-Woman Visit,2021,70.0
MN,Well-Woman Visit,2022,71.9
MN,Well-Woman Visit,2023,71.9
MN,Women's Health Providers,2018,54.9
MN,Women's Health Providers,2019,54.9
MN,Women's Health Providers,2020,58.0
MN,Women's Health Providers,2021,59.0
MN,Women's Health Providers,2022,56.3
MN,Women's Health Providers,2023,58.1
MO,Adequate Prenatal Care,2018,77.8
MO,Adequate Prenatal Care,2019,77.4
MO,Adequate Prenatal Care,2020,76.5
MO,Adequate Prenatal Care,2021,79.5
MO,Adequate Prenatal Care,2022,78.2
MO,Adequate Prenatal Care,2023,78.0
MO,Avoided Care Due to Cost,2018,13.3
MO,Avoided Care Due to Cost,2019,14.3
MO,Avoided Care Due to Cost,2020,12.65
MO,Avoided Care Due to Cost,2021,11.0
MO,Avoided Care Due to Cost,2022,11.3
MO,Avoided Care Due to Cost,2023,11.5
MO,Cervical Cancer Screening,2018,80.3
MO,Cervical Cancer Screening,2019,73.4
MO,Cervical Cancer Screening,2020,66.5
MO,Cervical Cancer Screening,2021,59.6
MO,Cervical Cancer Screening,2022,52.7
MO,Cervical Cancer Screening,2023,52.7
MO,Concentrated Disadvantage,2018,18.4
MO,Concentrated Disadvantage,2019,17.2
MO,Concentrated Disadvantage,2020,17.2
MO,Concentrated Disadvantage,2021,17.2
MO,Concentrated Disadvantage,2022,17.2
MO,Concentrated Disadvantage,2023,17.2
MO,Food Insecurity,2018,11.5
MO,Food Insecurity,2019,12.0
MO,Food Insecurity,2020,12.0
MO,Food Insecurity,2021,12.0
MO,Food Insecurity,2022,12.2
MO,Food Insecurity,2023,12.7
MO,Gender Pay Gap,2018,77.8
MO,Gender Pay Gap,2019,80.0
MO,Gender Pay Gap,2020,79.75
MO,Gender Pay Gap,2021,79.5
MO,Gender Pay Gap,2022,79.0
MO,Gender Pay Gap,2023,80.0
MO,Infant Child Care Affordability,2018,12.0
MO,Infant Child Care Affordability,2019,11.6
MO,Infant Child Care Affordability,2020,11.0
MO,Infant Child Care Affordability,2021,10.8
MO,Infant Child Care Affordability,2022,11.1
MO,Infant Child Care Affordability,2023,10.8
MO,Infant Mortality,2018,6.2
MO,Infant Mortality,2019,6.2
MO,Infant Mortality,2020,6.0
MO,Infant Mortality,2021,6.3
MO,Infant Mortality,2022,6.3
MO,Infant Mortality,2023,6.5
MO,Low Birth Weight,2018,8.7
MO,Low Birth Weight,2019,8.8
MO,Low Birth Weight,2020,8.7
MO,Low Birth Weight,2021,8.9
MO,Low Birth Weight,2022,9.1
MO,Low Birth Weight,2023,8.9
MO,Low-Risk Cesarean Delivery,2018,23.9
MO,Low-Risk Cesarean Delivery,2019,23.9
MO,Low-Risk Cesarean Delivery,2020,23.0
MO,Low-Risk Cesarean Delivery,2021,24.3
MO,Low-Risk Cesarean Delivery,2022,24.5
MO,Low-Risk Cesarean Delivery,2023,24.0
MO,Maternal Mortality,2018,23.8
MO,Maternal Mortality,2019,25.4
MO,Maternal Mortality,2020,25.4
MO,Maternal Mortality,2021,25.4
MO,Maternal Mortality,2022,25.4
MO,Maternal Mortality,2023,25.4
MO,Maternity Care Desert,2018,8.7
MO,Maternity Care Desert,2019,8.7
MO,Maternity Care Desert,2020,8.7
MO,Maternity Care Desert,2021,8.7
MO,Maternity Care Desert,2022,8.7
MO,Maternity Care Desert,2023,8.7
MO,Maternity Practices Score,2018,75.0
MO,Maternity Practices Score,2019,77.0
MO,Maternity Practices Score,2020,79.0
MO,Maternity Practices Score,2021,79.5
MO,Maternity Practices Score,2022,80.0
MO,Maternity Practices Score,2023,80.0
MO,Neonatal Mortality,2018,3.9
MO,Neonatal Mortality,2019,3.9
MO,Neonatal Mortality,2020,3.8
MO,Neonatal Mortality,2021,3.7
MO,Neonatal Mortality,2022,3.9
MO,Neonatal Mortality,2023,3.9
MO,Postpartum Depression,2018,13.7
MO,Postpartum Depression,2019,14.6
MO,Postpartum Depression,2020,13.3
MO,Postpartum Depression,2021,11.9
MO,Postpartum Depression,2022,15.6
MO,Postpartum Depression,2023,13.9
MO,Postpartum Visit,2018,87.5
MO,Postpartum Visit,2019,88.6
MO,Postpartum Visit,2020,85.1
MO,Postpartum Visit,2021,89.4
MO,Postpartum Visit,2022,89.3
MO,Postpartum Visit,2023,89.1
MO,Poverty,2018,13.0
MO,Poverty,2019,13.2
MO,Poverty,2020,13.1
MO,Poverty,2021,13.0
MO,Poverty,2022,13.6
MO,Poverty,2023,12.5
MO,Severe Maternal Morbidity,2018,80.1
MO,Severe Maternal Morbidity,2019,83.2
MO,Severe Maternal Morbidity,2020,89.4
MO,Severe Maternal Morbidity,2021,102.5
MO,Severe Maternal Morbidity,2022,95.1
MO,Severe Maternal Morbidity,2023,95.1
MO,Smoking During Pregnancy,2018,13.7
MO,Smoking During Pregnancy,2019,12.8
MO,Smoking During Pregnancy,2020,12.0
MO,Smoking During Pregnancy,2021,10.1
MO,Smoking During Pregnancy,2022,8.0
MO,Smoking During Pregnancy,2023,6.7
MO,Unemployment,2018,4.3
MO,Unemployment,2019,3.8
MO,Unemployment,2020,4.199999999999999
MO,Unemployment,2021,4.6
MO,Unemployment,2022,3.7
MO,Unemployment,2023,3.4
MO,Uninsured Women,2018,13.4
MO,Uninsured Women,2019,14.8
MO,Uninsured Women,2020,14.25
MO,Uninsured Women,2021,13.7
MO,Uninsured Women,2022,11.6
MO,Uninsured Women,2023,10.4
MO,Unintended Pregnancy,2018,40.8
MO,Unintended Pregnancy,2019,33.4
MO,Unintended Pregnancy,2020,28.2
MO,Unintended Pregnancy,2021,29.5
MO,Unintended Pregnancy,2022,31.9
MO,Unintended Pregnancy,2023,22.4
MO,Voter Participation (Average),2018,60.9
MO,Voter Participation (Average),2019,60.9
MO,Voter Participation (Average),2020,60.9
MO,Voter Participation (Average),2021,59.9
MO,Voter Participation (Average),2022,61.2
MO,Voter Participation (Average),2023,61.2
MO,WIC Coverage,2018,49.1
MO,WIC Coverage,2019,43.55
MO,WIC Coverage,2020,38.0
MO,WIC Coverage,2021,37.6
MO,WIC Coverage,2022,38.4
MO,WIC Coverage,2023,38.4
MO,Well-Woman Visit,2018,72.8
MO,Well-Woman Visit,2019,72.8
MO,Well-Woman Visit,2020,72.5
MO,Well-Woman Visit,2021,72.4
MO,Well-Woman Visit,2022,74.0
MO,Well-Woman Visit,2023,74.0
MO,Women's Health Providers,2018,43.9
MO,Women's Health Providers,2019,43.9
MO,Women's Health Providers,2020,46.2
MO,Women's Health Providers,2021,46.9
MO,Women's Health Providers,2022,42.3
MO,Women's Health Providers,2023,42.9
MS,Adequate Prenatal Care,2018,80.9
MS,Adequate Prenatal Care,2019,80.8
MS,Adequate Prenatal Care,2020,79.9
MS,Adequate Prenatal Care,2021,78.4
MS,Adequate Prenatal Care,2022,80.9
MS,Adequate Prenatal Care,2023,80.9
MS,Avoided Care Due to Cost,2018,17.6
MS,Avoided Care Due to Cost,2019,17.2
MS,Avoided Care Due to Cost,2020,15.149999999999999
MS,Avoided Care Due to Cost,2021,13.1
MS,Avoided Care Due to Cost,2022,14.2
MS,Avoided Care Due to Cost,2023,14.1
MS,Cervical Cancer Screening,2018,86.9
MS,Cervical Cancer Screening,2019,76.95
MS,Cervical Cancer Screening,2020,67.0
MS,Cervical Cancer Screening,2021,57.050000000000004
MS,Cervical Cancer Screening,2022,47.1
MS,Cervical Cancer Screening,2023,47.1
MS,Concentrated Disadvantage,2018,43.9
MS,Concentrated Disadvantage,2019,43.9
MS,Concentrated Disadvantage,2020,43.9
MS,Concentrated Disadvantage,2021,43.9
MS,Concentrated Disadvantage,2022,43.9
MS,Concentrated Disadvantage,2023,44.2
MS,Food Insecurity,2018,15.3
MS,Food Insecurity,2019,15.3
MS,Food Insecurity,2020,15.3
MS,Food Insecurity,2021,15.3
MS,Food Insecurity,2022,15.3
MS,Food Insecurity,2023,16.2
MS,Gender Pay Gap,2018,74.8
MS,Gender Pay Gap,2019,77.4
MS,Gender Pay Gap,2020,77.55000000000001
MS,Gender Pay Gap,2021,77.7
MS,Gender Pay Gap,2022,77.1
MS,Gender Pay Gap,2023,77.6
MS,Infant Child Care Affordability,2018,7.3
MS,Infant Child Care Affordability,2019,7.6
MS,Infant Child Care Affordability,2020,7.4
MS,Infant Child Care Affordability,2021,7.3
MS,Infant Child Care Affordability,2022,8.6
MS,Infant Child Care Affordability,2023,8.2
MS,Infant Mortality,2018,8.6
MS,Infant Mortality,2019,8.6
MS,Infant Mortality,2020,8.8
MS,Infant Mortality,2021,8.8
MS,Infant Mortality,2022,9.0
MS,Infant Mortality,2023,9.0
MS,Low Birth Weight,2018,12.1
MS,Low Birth Weight,2019,12.3
MS,Low Birth Weight,2020,11.8
MS,Low Birth Weight,2021,12.3
MS,Low Birth Weight,2022,12.7
MS,Low Birth Weight,2023,12.5
MS,Low-Risk Cesarean Delivery,2018,31.2
MS,Low-Risk Cesarean Delivery,2019,30.7
MS,Low-Risk Cesarean Delivery,2020,30.9
MS,Low-Risk Cesarean Delivery,2021,31.2
MS,Low-Risk Cesarean Delivery,2022,30.8
MS,Low-Risk Cesarean Delivery,2023,30.1
MS,Maternal Mortality,2018,39.1
MS,Maternal Mortality,2019,39.7
MS,Maternal Mortality,2020,39.7
MS,Maternal Mortality,2021,39.7
MS,Maternal Mortality,2022,39.7
MS,Maternal Mortality,2023,39.7
MS,Maternity Care Desert,2018,20.7
MS,Maternity Care Desert,2019,20.7
MS,Maternity Care Desert,2020,20.7
MS,Maternity Care Desert,2021,20.7
MS,Maternity Care Desert,2022,20.7
MS,Maternity Care Desert,2023,20.7
MS,Maternity Practices Score,2018,73.0
MS,Maternity Practices Score,2019,78.0
MS,Maternity Practices Score,2020,83.0
MS,Maternity Practices Score,2021,82.5
MS,Maternity Practices Score,2022,82.0
MS,Maternity Practices Score,2023,82.0
MS,Neonatal Mortality,2018,5.2
MS,Neonatal Mortality,2019,5.2
MS,Neonatal Mortality,2020,5.0
MS,Neonatal Mortality,2021,5.2
MS,Neonatal Mortality,2022,5.2
MS,Neonatal Mortality,2023,5.3
MS,Postpartum Depression,2018,23.5
MS,Postpartum Depression,2019,22.1
MS,Postpartum Depression,2020,21.7
MS,Postpartum Depression,2021,20.8
MS,Postpartum Depression,2022,18.950000000000003
MS,Postpartum Depression,2023,17.1
MS,Postpartum Visit,2018,88.3
MS,Postpartum Visit,2019,89.0
MS,Postpartum Visit,2020,86.9
MS,Postpartum Visit,2021,88.1
MS,Postpartum Visit,2022,88.1
MS,Postpartum Visit,2023,88.1
MS,Poverty,2018,19.5
MS,Poverty,2019,18.9
MS,Poverty,2020,19.049999999999997
MS,Poverty,2021,19.2
MS,Poverty,2022,19.6
MS,Poverty,2023,19.5
MS,Severe Maternal Morbidity,2018,74.7
MS,Severe Maternal Morbidity,2019,72.4
MS,Severe Maternal Morbidity,2020,69.9
MS,Severe Maternal Morbidity,2021,94.2
MS,Severe Maternal Morbidity,2022,73.7
MS,Severe Maternal Morbidity,2023,73.7
MS,Smoking During Pregnancy,2018,8.9
MS,Smoking During Pregnancy,2019,8.5
MS,Smoking During Pregnancy,2020,7.8
MS,Smoking During Pregnancy,2021,6.8
MS,Smoking During Pregnancy,2022,5.1
MS,Smoking During Pregnancy,2023,3.7
MS,Unemployment,2018,7.4
MS,Unemployment,2019,6.6
MS,Unemployment,2020,6.5
MS,Unemployment,2021,6.4
MS,Unemployment,2022,4.9
MS,Unemployment,2023,4.8
MS,Uninsured Women,2018,19.2
MS,Uninsured Women,2019,20.9
MS,Uninsured Women,2020,19.65
MS,Uninsured Women,2021,18.4
MS,Uninsured Women,2022,16.4
MS,Uninsured Women,2023,15.7
MS,Unintended Pregnancy,2018,44.6
MS,Unintended Pregnancy,2019,47.1
MS,Unintended Pregnancy,2020,38.3
MS,Unintended Pregnancy,2021,41.2
MS,Unintended Pregnancy,2022,38.900000000000006
MS,Unintended Pregnancy,2023,36.6
MS,Voter Participation (Average),2018,62.3
MS,Voter Participation (Average),2019,62.3
MS,Voter Participation (Average),2020,58.4
MS,Voter Participation (Average),2021,58.4
MS,Voter Participation (Average),2022,58.4
MS,Voter Participation (Average),2023,57.7
MS,WIC Coverage,2018,58.7
MS,WIC Coverage,2019,52.85
MS,WIC Coverage,2020,47.0
MS,WIC Coverage,2021,46.7
MS,WIC Coverage,2022,46.0
MS,WIC Coverage,2023,46.0
MS,Well-Woman Visit,2018,74.8
MS,Well-Woman Visit,2019,76.4
MS,Well-Woman Visit,2020,76.4
MS,Well-Woman Visit,2021,76.0
MS,Well-Woman Visit,2022,76.0
MS,Well-Woman Visit,2023,78.2
MS,Women's Health Providers,2018,32.1
MS,Women's Health Providers,2019,32.1
MS,Women's Health Providers,2020,32.3
MS,Women's Health Providers,2021,32.1
MS,Women's Health Providers,2022,31.6
MS,Women's Health Providers,2023,31.7
MT,Adequate Prenatal Care,2018,75.4
MT,Adequate Prenatal Care,2019,77.0
MT,Adequate Prenatal Care,2020,76.9
MT,Adequate Prenatal Care,2021,79.1
MT,Adequate Prenatal Care,2022,79.3
MT,Adequate Prenatal Care,2023,78.8
MT,Avoided Care Due to Cost,2018,10.1
MT,Avoided Care Due to Cost,2019,10.3
MT,Avoided Care Due to Cost,2020,9.05
MT,Avoided Care Due to Cost,2021,7.8
MT,Avoided Care Due to Cost,2022,9.3
MT,Avoided Care Due to Cost,2023,9.7
MT,Cervical Cancer Screening,2018,78.1
MT,Cervical Cancer Screening,2019,72.6
MT,Cervical Cancer Screening,2020,67.1
MT,Cervical Cancer Screening,2021,61.6
MT,Cervical Cancer Screening,2022,56.1
MT,Cervical Cancer Screening,2023,56.1
MT,Concentrated Disadvantage,2018,10.3
MT,Concentrated Disadvantage,2019,10.3
MT,Concentrated Disadvantage,2020,10.3
MT,Concentrated Disadvantage,2021,10.3
MT,Concentrated Disadvantage,2022,10.3
MT,Concentrated Disadvantage,2023,8.8
MT,Food Insecurity,2018,10.4
MT,Food Insecurity,2019,10.4
MT,Food Insecurity,2020,10.4
MT,Food Insecurity,2021,10.4
MT,Food Insecurity,2022,10.6
MT,Food Insecurity,2023,10.6
MT,Gender Pay Gap,2018,76.1
MT,Gender Pay Gap,2019,77.3
MT,Gender Pay Gap,2020,75.94999999999999
MT,Gender Pay Gap,2021,74.6
MT,Gender Pay Gap,2022,81.0
MT,Gender Pay Gap,2023,76.4
MT,Infant Child Care Affordability,2018,12.0
MT,Infant Child Care Affordability,2019,11.866666666666667
MT,Infant Child Care Affordability,2020,11.733333333333333
MT,Infant Child Care Affordability,2021,11.6
MT,Infant Child Care Affordability,2022,12.8
MT,Infant Child Care Affordability,2023,11.9
MT,Infant Mortality,2018,4.8
MT,Infant Mortality,2019,4.9
MT,Infant Mortality,2020,4.9
MT,Infant Mortality,2021,5.0
MT,Infant Mortality,2022,4.8
MT,Infant Mortality,2023,5.1
MT,Low Birth Weight,2018,7.4
MT,Low Birth Weight,2019,7.3
MT,Low Birth Weight,2020,7.7
MT,Low Birth Weight,2021,7.6
MT,Low Birth Weight,2022,7.6
MT,Low Birth Weight,2023,7.7
MT,Low-Risk Cesarean Delivery,2018,22.7
MT,Low-Risk Cesarean Delivery,2019,23.2
MT,Low-Risk Cesarean Delivery,2020,21.7
MT,Low-Risk Cesarean Delivery,2021,22.1
MT,Low-Risk Cesarean Delivery,2022,21.2
MT,Low-Risk Cesarean Delivery,2023,21.5
MT,Maternal Mortality,2018,30.5
MT,Maternal Mortality,2019,30.5
MT,Maternal Mortality,2020,30.5
MT,Maternal Mortality,2021,30.5
MT,Maternal Mortality,2022,30.5
MT,Maternal Mortality,2023,32.5
MT,Maternity Care Desert,2018,7.3
MT,Maternity Care Desert,2019,7.3
MT,Maternity Care Desert,2020,7.3
MT,Maternity Care Desert,2021,7.3
MT,Maternity Care Desert,2022,7.3
MT,Maternity Care Desert,2023,7.3
MT,Maternity Practices Score,2018,86.0
MT,Maternity Practices Score,2019,83.5
MT,Maternity Practices Score,2020,81.0
MT,Maternity Practices Score,2021,83.5
MT,Maternity Practices Score,2022,86.0
MT,Maternity Practices Score,2023,86.0
MT,Neonatal Mortality,2018,2.8
MT,Neonatal Mortality,2019,2.8
MT,Neonatal Mortality,2020,2.8
MT,Neonatal Mortality,2021,2.9
MT,Neonatal Mortality,2022,2.9
MT,Neonatal Mortality,2023,3.3
MT,Postpartum Depression,2018,15.6
MT,Postpartum Depression,2019,15.6
MT,Postpartum Depression,2020,14.9
