Jurisdiction,Effective Date,Valid Through Date,legalstat,abortion-restrictions_Total ban,abortion-restrictionsBanned with limited exceptions,abortion-restrictions_6 week (LMP) gestational limit,abortion-restrictions_7-14 week (LMP) gestational limit,abortion-restrictions_15-20 week (LMP) gestational limit,abortion-restrictions_Fetal heartbeat ban,abortion-restrictions_Reason-based ban,abortion-restrictionsBan on abortion methods,trigger-law,medication-abortion,medication-restrictions_Ban on mailing pills,medication-restrictionsIn-person requirement,medication-restrictionsPre-abortion testing requirement,medication-restrictionsOnly a physician may prescribe,medication-restrictions_Certification program requirements,medication-restrictions_Medication abortion-specific reporting,medication-restrictions_Telehealth medication abortion ban,telehealth,traffic-ban,penalized-actions_Obtaining an abortion,penalized-actionsProviding an abortion,penalized-actions_Assisting with an abortion,penalized-actionsProviding abortion drugs,penalized-actions_Advising an individual to take abortion drugs,penalized-actions_Self-managing an abortion,penalized-actions_Assisting a minor's abortion,penalized-actions_None,penaltiesCriminal,penaltiesCivil,penaltiesLicensing,who-penaltyMedical providers,who-penaltyHealth care facility,who-penalty_Individuals assisting pregnant person,who-penalty_Pregnant person,who-penaltyAny person,who-penalty_Not specified,exempt-penalty,privaction,privateenforcementPregnant person,privateenforcementFather of fetus,privateenforcementSpouse of pregnant person,privateenforcementParents of pregnant person,privateenforcement_Family members,privateenforcementMedical provider,privateenforcementAny individual,privateenforcement_The fetus,fetal-personhood,protection,shield-law,shield-actors_State actors,shield-actors_Healthcare providers,shield-actors_Health insurance entities,shield-actors_Healthcare clearinghouses,shield-actors_Private corporations,shield-actors_Any actor,prohibited-actions_Disclosure of health records,prohibited-actions_Disclosure of communications records,prohibited-actions_Issuance of a subpoena,prohibited-actions_Issuance of a warrant,prohibited-actions_Issuance of a summons to testify,prohibited-actions_Enforcement of out-of-state judgments,prohibited-actions_Assisting investigations or proceedings,prohibited-actions_Applying out-of-state laws in state court,prohibited-actions_Imposing provider sanctions,prohibited-actions_Extradition,prohibited-actions_Arrest,prohibited-actions_Allowing evidence in medical malpractice suits,damages,protections-included_Right to abortion codified under state law,protections-included_State constitutional right to abortion,protections-included_Expanded provider eligibility,protections-included_Abortion provider training program,protections-included_Medication abortion readiness plan,protections-included_Insurance coverage of abortion,protections-included_Abortion funding increased,protections-included_Data privacy measures,protections-included_Clinic safety measures,protections-included_Adverse actions by insurance companies prohibited,protections-included_Penalties for self-managed abortion prohibited,protections-included_Expedited licensure for providers,protections-included_Abortion resources website,protections-included_Ensured abortion access for incarcerated individuals,protections-included_Restriction on medication abortion reversal,protections-included_None,ballot-abortion,ballot-propose_Protecting abortion rights under state's constitution,ballot-propose_Explicitly excluding abortion rights from state's constitution ,ballot-propose_Restricting abortion access,ballot-approved,law-limited,case law_Total ban,case lawBan with limited exceptions,case law_Gestational age limit,case law_Fetal heartbeat ban,case law_Reason-based ban,case lawBan on abortion methods,case law_Medication abortion restrictions,case law_Telehealth ban,case law_Abortion-related penalty,case law_Fetal personhood law,case law_Interstate shield law,case law_Abortion-related protection
Nebraska,2023-05-23,2023-05-29,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Nebraska,2023-05-30,2023-06-01,1,0,0,0,1,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,1,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Nevada,2022-06-01,2022-06-27,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,.,.,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Nevada,2022-06-28,2023-05-29,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Nevada,2023-05-30,2023-06-01,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New Hampshire,2022-06-01,2023-06-01,1,0,0,0,0,0,0,0,1,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New Jersey,2022-06-01,2022-06-30,1,0,0,0,0,0,0,0,1,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,.,.,.,.,.,.,.,.,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.,.,.,.,1,0,0,0,0,0,1,0,0,0,0,0,0
New Jersey,2022-07-01,2023-06-01,1,0,0,0,0,0,0,0,1,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,.,.,.,.,.,.,.,.,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,.,.,.,.,1,0,0,0,0,0,1,0,0,0,0,0,0
New Mexico,2022-06-01,2022-06-26,1,0,0,0,0,0,0,0,1,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New Mexico,2022-06-27,2022-08-30,1,0,0,0,0,0,0,0,1,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New Mexico,2022-08-31,2023-06-01,1,0,0,0,0,0,0,0,1,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2022-06-01,2022-06-12,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2022-06-13,2022-09-10,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2022-09-11,2022-11-14,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2022-11-15,2022-12-31,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2023-01-01,2023-01-11,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2023-01-12,2023-03-02,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2023-03-03,2023-03-31,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2023-04-01,2023-05-02,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
New York,2023-05-03,2023-06-01,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
North Carolina,2022-06-01,2022-07-05,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,0,0
North Carolina,2022-07-06,2023-06-01,1,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,0,0
North Dakota,2022-06-01,2022-06-27,1,0,0,0,0,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-06-28,2022-07-26,1,0,0,0,0,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-07-27,2022-07-27,1,0,0,0,0,0,1,1,1,2,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-07-28,2022-08-24,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-08-25,2022-09-28,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-09-29,2022-10-30,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-10-31,2022-11-16,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-11-17,2022-12-14,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,0,0
North Dakota,2022-12-15,2023-03-15,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,0,0
North Dakota,2023-03-16,2023-04-23,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,0,0,0,0,0,0,0
North Dakota,2023-04-24,2023-05-17,1,0,1,0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
North Dakota,2023-05-18,2023-06-01,1,0,1,0,0,0,0,0,1,3,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,.,.,.,.,.,.,.,.,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Ohio,2022-06-01,2022-06-23,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,1,1,0,0,0,0,0
Ohio,2022-06-24,2022-07-06,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,1,1,0,0,0,0,0
Ohio,2022-07-07,2022-08-02,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,0,0
Ohio,2022-08-03,2022-09-13,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,0,0,0,1,0,0,0,0,0
Ohio,2022-09-14,2022-10-11,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,0,1,0,0,0,0,0
Ohio,2022-10-12,2023-03-13,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,0,1,0,0,0,0,0
Ohio,2023-03-14,2023-06-01,1,0,0,0,0,0,1,1,1,1,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,0,1,0,0,0,0,0
Oklahoma,2022-06-01,2022-06-23,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,1,1,0,0,0,0,0
Oklahoma,2022-06-24,2022-08-25,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,1,1,0,0,0,0,0
Oklahoma,2022-08-26,2023-03-20,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,1,1,0,0,0,0,0
Oklahoma,2023-03-21,2023-04-30,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,1,1,0,0,0,0,0
Oklahoma,2023-05-01,2023-05-30,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,1,1,0,0,0,0,0
Oklahoma,2023-05-31,2023-06-01,1,0,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,0,1,0,1,1,1,1,1,1,1,1,1,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,1,0,1,0,1,1,0,1,0,0,0
Oregon,2022-06-01,2022-10-26,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Oregon,2022-10-27,2023-06-01,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Pennsylvania,2022-06-01,2022-07-11,1,0,0,0,0,0,0,1,0,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Pennsylvania,2022-07-12,2023-06-01,1,0,0,0,0,0,0,1,0,1,0,.,.,.,.,.,.,.,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Rhode Island,2022-06-01,2022-07-04,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Rhode Island,2022-07-05,2023-05-17,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
Rhode Island,2023-05-18,2023-06-01,0,.,.,.,.,.,.,.,.,1,0,.,.,.,.,.,.,.,0,0,0,0,0,0,0,0,0,1,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.
South Carolina,2022-06-01,2022-06-23,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,0,0,0,0,0,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,0,.,.,.,.,1,0,0,0,1,0,0,0,0,0,0,0,0
